,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,MIN1,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,Season
0,203932,Aaron Gordon,1610612743,DEN,50,29,21,27.68,27.68,10476.56,1.98,1.1,0.89,4.06,4.4,3.71,2020-21
1,1628988,Aaron Holiday,1610612754,IND,66,30,36,17.82,17.82,7271.26,1.38,0.71,0.66,4.32,4.7,3.98,2020-21
2,1630174,Aaron Nesmith,1610612738,BOS,46,22,24,14.54,14.54,5977.74,1.13,0.59,0.54,4.34,4.53,4.15,2020-21
3,1627846,Abdel Nader,1610612756,PHX,24,16,8,14.8,14.8,6038.04,1.14,0.62,0.53,4.41,4.75,4.1,2020-21
4,1629690,Adam Mokoka,1610612741,CHI,14,3,11,4.01,4.01,1597.64,0.3,0.15,0.15,4.13,4.48,3.99,2020-21
5,201143,Al Horford,1610612760,OKC,28,11,17,27.92,27.92,10105.0,1.91,1.06,0.85,3.89,4.2,3.57,2020-21
6,202329,Al-Farouq Aminu,1610612741,CHI,23,5,18,18.88,18.88,7510.74,1.42,0.79,0.64,4.34,4.76,3.91,2020-21
7,202692,Alec Burks,1610612752,NYK,49,27,22,25.6,25.6,9750.9,1.85,0.98,0.87,4.09,4.23,3.95,2020-21
8,1630197,Aleksej Pokusevski,1610612760,OKC,45,13,32,24.22,24.22,9638.78,1.83,1.01,0.81,4.36,4.87,3.86,2020-21
9,1629346,Alen Smailagic,1610612744,GSW,15,10,5,5.59,5.59,2271.2,0.43,0.23,0.2,4.32,4.38,4.12,2020-21
10,1627936,Alex Caruso,1610612747,LAL,58,32,26,20.97,20.97,8550.0,1.62,0.86,0.76,4.29,4.51,4.08,2020-21
11,203458,Alex Len,1610612764,WAS,64,30,34,15.29,15.29,6114.83,1.16,0.61,0.55,4.31,4.71,3.94,2020-21
12,1628035,Alfonzo McKinnie,1610612747,LAL,39,22,17,6.62,6.62,2735.82,0.52,0.27,0.25,4.45,4.51,4.39,2020-21
13,1628993,Alize Johnson,1610612751,BKN,18,10,8,10.48,10.48,4488.28,0.85,0.46,0.39,4.57,4.9,4.24,2020-21
14,1628578,Amida Brimah,1610612754,IND,5,2,3,5.86,5.86,2436.4,0.46,0.24,0.22,4.35,5.09,3.76,2020-21
15,1629599,Amir Coffey,1610612746,LAC,44,32,12,8.97,8.97,3418.89,0.65,0.35,0.3,4.01,4.13,3.88,2020-21
16,2760,Anderson Varejao,1610612739,CLE,5,1,4,7.19,7.19,2900.0,0.55,0.3,0.25,4.19,4.44,4.23,2020-21
17,203083,Andre Drummond,1610612747,LAL,46,19,27,26.99,26.99,9821.78,1.86,0.96,0.9,3.89,3.98,3.79,2020-21
18,2738,Andre Iguodala,1610612748,MIA,63,37,26,21.25,21.25,8312.4,1.57,0.83,0.74,4.13,4.41,3.85,2020-21
19,203460,Andre Roberson,1610612751,BKN,5,4,1,12.59,12.59,5244.2,0.99,0.52,0.47,4.53,4.89,4.19,2020-21
20,203952,Andrew Wiggins,1610612744,GSW,71,38,33,33.3,33.3,12883.86,2.44,1.28,1.16,4.17,4.56,3.81,2020-21
21,1629014,Anfernee Simons,1610612757,POR,64,37,27,17.26,17.26,6958.38,1.32,0.72,0.59,4.33,4.57,4.08,2020-21
22,203076,Anthony Davis,1610612747,LAL,36,23,13,32.27,32.27,11145.11,2.11,1.08,1.03,3.67,3.75,3.61,2020-21
23,1630162,Anthony Edwards,1610612750,MIN,72,23,49,32.14,32.14,12179.39,2.31,1.25,1.05,4.04,4.37,3.7,2020-21
24,1630264,Anthony Gill,1610612764,WAS,26,11,15,8.38,8.38,3430.65,0.65,0.35,0.3,4.39,4.94,3.88,2020-21
25,1630237,Anthony Lamb,1610612745,HOU,24,3,21,17.3,17.3,7096.71,1.34,0.73,0.61,4.39,4.79,3.99,2020-21
26,201229,Anthony Tolliver,1610612755,PHI,11,7,4,9.0,9.0,3553.82,0.67,0.36,0.31,4.14,4.51,3.77,2020-21
27,1628394,Anzejs Pasecniks,1610612764,WAS,1,1,0,6.32,6.32,2586.0,0.49,0.31,0.18,4.44,4.3,4.68,2020-21
28,1629717,Armoni Brooks,1610612745,HOU,20,3,17,26.02,26.02,10223.9,1.94,1.06,0.88,4.2,4.64,3.76,2020-21
29,203382,Aron Baynes,1610612761,TOR,53,20,33,18.5,18.5,7013.98,1.33,0.69,0.64,4.05,4.23,3.87,2020-21
30,1630204,Ashton Hagans,1610612750,MIN,2,0,2,2.03,2.03,954.5,0.18,0.08,0.1,5.27,5.36,5.19,2020-21
31,203085,Austin Rivers,1610612743,DEN,36,20,16,23.47,23.47,8936.58,1.69,0.91,0.79,4.04,4.2,3.87,2020-21
32,202340,Avery Bradley,1610612745,HOU,27,6,21,22.29,22.29,8971.85,1.7,0.87,0.83,4.27,4.44,4.11,2020-21
33,1626253,Axel Toupane,1610612749,MIL,8,2,6,7.65,7.65,3396.0,0.64,0.32,0.32,4.55,5.2,4.18,2020-21
34,1628389,Bam Adebayo,1610612748,MIA,64,34,30,33.48,33.48,12582.88,2.38,1.24,1.14,4.0,4.23,3.78,2020-21
35,203463,Ben McLemore,1610612747,LAL,53,20,33,17.07,17.07,7054.64,1.34,0.7,0.63,4.47,4.68,4.25,2020-21
36,1627732,Ben Simmons,1610612755,PHI,58,42,16,32.37,32.37,12471.03,2.36,1.27,1.09,4.12,4.47,3.77,2020-21
37,202687,Bismack Biyombo,1610612766,CHA,66,28,38,20.44,20.44,7829.44,1.48,0.78,0.7,4.11,4.38,3.84,2020-21
38,201933,Blake Griffin,1610612751,BKN,46,24,22,25.8,25.8,8733.43,1.65,0.91,0.74,3.69,3.94,3.42,2020-21
39,1626246,Boban Marjanovic,1610612742,DAL,33,14,19,8.22,8.22,3070.61,0.58,0.3,0.28,3.98,4.15,3.81,2020-21
40,1626171,Bobby Portis,1610612749,MIL,66,44,22,20.79,20.79,8222.18,1.56,0.82,0.73,4.21,4.55,3.89,2020-21
41,203992,Bogdan Bogdanovic,1610612737,ATL,44,30,14,29.67,29.67,11851.8,2.24,1.25,0.99,4.27,4.66,3.86,2020-21
42,202711,Bojan Bogdanovic,1610612762,UTA,72,52,20,30.77,30.77,11941.44,2.26,1.23,1.03,4.17,4.52,3.82,2020-21
43,1629626,Bol Bol,1610612743,DEN,32,21,11,4.99,4.99,1945.19,0.37,0.2,0.17,4.29,4.33,4.23,2020-21
44,202954,Brad Wanamaker,1610612766,CHA,61,29,32,17.27,17.27,6700.79,1.27,0.69,0.58,4.17,4.61,3.75,2020-21
45,203078,Bradley Beal,1610612764,WAS,60,32,28,35.78,35.78,13816.72,2.62,1.39,1.23,4.18,4.59,3.8,2020-21
46,1629634,Brandon Clarke,1610612763,MEM,59,32,27,23.98,23.98,9669.97,1.83,0.97,0.86,4.37,4.7,4.05,2020-21
47,1629164,Brandon Goodwin,1610612737,ATL,47,25,22,13.18,13.18,5252.09,0.99,0.54,0.45,4.28,4.52,4.03,2020-21
48,1627742,Brandon Ingram,1610612740,NOP,61,29,32,34.3,34.3,13368.98,2.53,1.41,1.12,4.16,4.65,3.68,2020-21
49,1628968,Brian Bowen II,1610612754,IND,6,1,5,2.48,2.48,1115.0,0.21,0.11,0.1,4.66,5.69,3.85,2020-21
50,1630271,Brodric Thomas,1610612739,CLE,32,6,26,12.48,12.48,4990.97,0.95,0.51,0.44,4.23,4.37,4.11,2020-21
51,201572,Brook Lopez,1610612749,MIL,70,46,24,27.17,27.17,10045.7,1.9,1.0,0.91,3.96,4.33,3.62,2020-21
52,1628971,Bruce Brown,1610612751,BKN,65,45,20,22.32,22.32,8977.06,1.7,0.88,0.82,4.3,4.62,4.0,2020-21
53,203998,Bruno Caboclo,1610612745,HOU,6,1,5,6.07,6.07,2511.5,0.48,0.25,0.22,4.36,4.83,3.66,2020-21
54,1628981,Bruno Fernando,1610612737,ATL,33,20,13,6.85,6.85,2683.3,0.51,0.28,0.23,4.15,4.37,3.92,2020-21
55,1627854,Bryn Forbes,1610612749,MIL,70,45,25,19.35,19.35,7885.34,1.49,0.8,0.69,4.34,4.82,3.88,2020-21
56,1627741,Buddy Hield,1610612758,SAC,71,31,40,34.26,34.26,13552.51,2.57,1.37,1.2,4.27,4.58,3.97,2020-21
57,1629604,CJ Elleby,1610612757,POR,30,19,11,6.41,6.41,2658.87,0.5,0.28,0.23,4.38,4.66,4.08,2020-21
58,203468,CJ McCollum,1610612757,POR,47,28,19,34.04,34.04,13541.53,2.56,1.44,1.13,4.26,4.72,3.8,2020-21
59,1628997,Caleb Martin,1610612766,CHA,53,23,30,15.44,15.44,6648.13,1.26,0.66,0.6,4.57,4.99,4.18,2020-21
60,1629629,Cam Reddish,1610612737,ATL,26,10,16,28.86,28.86,11792.04,2.23,1.17,1.06,4.35,4.59,4.09,2020-21
61,1629661,Cameron Johnson,1610612756,PHX,60,43,17,23.96,23.96,9737.8,1.84,1.02,0.83,4.39,4.8,3.95,2020-21
62,1628419,Cameron Oliver,1610612745,HOU,4,1,3,21.85,21.85,8353.75,1.58,0.85,0.73,4.07,4.5,3.66,2020-21
63,1626166,Cameron Payne,1610612756,PHX,60,42,18,17.99,17.99,7156.9,1.36,0.74,0.61,4.28,4.66,3.89,2020-21
64,1629244,Cameron Reynolds,1610612745,HOU,5,3,2,8.1,8.1,3373.0,0.64,0.35,0.29,4.39,4.87,3.88,2020-21
65,1627747,Caris LeVert,1610612754,IND,47,24,23,31.6,31.6,12410.64,2.35,1.28,1.07,4.19,4.75,3.67,2020-21
66,2546,Carmelo Anthony,1610612757,POR,69,39,30,24.49,24.49,8195.71,1.55,0.84,0.71,3.61,3.75,3.46,2020-21
67,1629035,Carsen Edwards,1610612738,BOS,31,14,17,8.89,8.89,3525.97,0.67,0.35,0.32,4.2,4.45,3.96,2020-21
68,1630199,Cassius Stanley,1610612754,IND,24,10,14,3.89,3.89,1683.46,0.32,0.17,0.15,4.5,5.09,3.95,2020-21
69,1630216,Cassius Winston,1610612764,WAS,22,10,12,4.46,4.46,1777.55,0.34,0.19,0.15,4.34,4.89,3.81,2020-21
70,1626224,Cedi Osman,1610612739,CLE,59,17,42,25.6,25.6,10085.53,1.91,1.05,0.86,4.2,4.5,3.88,2020-21
71,1628990,Chandler Hutchison,1610612764,WAS,25,11,14,13.83,13.83,5865.52,1.11,0.59,0.52,4.48,4.86,4.11,2020-21
72,1629718,Charlie Brown Jr.,1610612760,OKC,9,1,8,16.87,16.87,6482.56,1.23,0.66,0.57,4.71,5.15,4.29,2020-21
73,1626184,Chasson Randle,1610612753,ORL,41,10,31,20.42,20.42,8266.44,1.57,0.88,0.68,4.34,4.77,3.89,2020-21
74,1629002,Chimezie Metu,1610612758,SAC,36,14,22,13.56,13.56,5324.58,1.01,0.54,0.47,4.18,4.48,3.88,2020-21
75,1628449,Chris Boucher,1610612761,TOR,60,25,35,24.21,24.21,9764.43,1.85,0.97,0.88,4.26,4.55,3.96,2020-21
76,1629185,Chris Chiozza,1610612751,BKN,22,12,10,10.56,10.56,4138.86,0.78,0.42,0.37,4.16,4.63,3.78,2020-21
77,101108,Chris Paul,1610612756,PHX,70,49,21,31.42,31.42,10861.4,2.06,1.15,0.91,3.73,4.19,3.27,2020-21
78,1629735,Chris Silva,1610612758,SAC,15,8,7,6.16,6.16,2624.4,0.5,0.26,0.24,4.52,4.72,4.32,2020-21
79,1626174,Christian Wood,1610612745,HOU,41,12,29,32.34,32.34,11856.46,2.25,1.19,1.05,3.94,4.16,3.7,2020-21
80,1629643,Chuma Okeke,1610612753,ORL,45,15,30,25.17,25.17,10167.69,1.93,1.04,0.88,4.31,4.6,4.01,2020-21
81,203991,Clint Capela,1610612737,ATL,63,34,29,30.13,30.13,11490.57,2.18,1.16,1.02,4.09,4.33,3.85,2020-21
82,1629632,Coby White,1610612741,CHI,69,30,39,31.24,31.24,12394.96,2.35,1.28,1.07,4.23,4.57,3.89,2020-21
83,1628998,Cody Martin,1610612766,CHA,52,26,26,16.33,16.33,6961.06,1.32,0.69,0.63,4.55,4.83,4.28,2020-21
84,203469,Cody Zeller,1610612766,CHA,48,21,27,20.94,20.94,8505.9,1.61,0.88,0.73,4.33,4.77,3.9,2020-21
85,1630175,Cole Anthony,1610612753,ORL,47,13,34,27.08,27.08,11390.23,2.16,1.21,0.95,4.5,4.93,4.05,2020-21
86,1629012,Collin Sexton,1610612739,CLE,60,18,42,35.25,35.25,13572.2,2.57,1.45,1.12,4.1,4.51,3.67,2020-21
87,202709,Cory Joseph,1610612765,DET,63,25,38,22.95,22.95,9368.38,1.77,0.95,0.83,4.42,4.73,4.11,2020-21
88,1626245,Cristiano Felicio,1610612741,CHI,18,6,12,4.64,4.64,1821.11,0.34,0.18,0.16,4.11,4.35,3.86,2020-21
89,1626156,D'Angelo Russell,1610612750,MIN,42,16,26,28.48,28.48,10790.98,2.04,1.13,0.92,4.02,4.48,3.58,2020-21
90,201571,D.J. Augustin,1610612745,HOU,57,28,29,19.8,19.8,7631.47,1.45,0.81,0.64,4.11,4.55,3.66,2020-21
91,1628391,D.J. Wilson,1610612745,HOU,35,13,22,12.36,12.36,5011.11,0.95,0.5,0.45,4.31,4.59,4.04,2020-21
92,1629610,DaQuan Jeffries,1610612759,SAS,31,6,25,15.9,15.9,6301.06,1.19,0.62,0.57,4.28,4.7,3.9,2020-21
93,1629751,Dakota Mathias,1610612755,PHI,8,4,4,15.43,15.43,6411.38,1.21,0.69,0.52,4.44,4.88,3.97,2020-21
94,1627745,Damian Jones,1610612758,SAC,39,24,15,13.99,13.99,5467.46,1.04,0.54,0.49,4.21,4.35,4.06,2020-21
95,203081,Damian Lillard,1610612757,POR,67,39,28,35.79,35.79,12992.39,2.46,1.4,1.06,3.94,4.34,3.51,2020-21
96,1627814,Damion Lee,1610612744,GSW,57,28,29,18.93,18.93,8111.96,1.54,0.83,0.7,4.58,5.09,4.1,2020-21
97,1628422,Damyean Dotson,1610612739,CLE,46,14,32,19.72,19.72,7539.65,1.43,0.78,0.64,4.17,4.44,3.88,2020-21
98,1629655,Daniel Gafford,1610612764,WAS,54,31,23,14.66,14.66,5974.13,1.13,0.59,0.54,4.33,4.68,4.0,2020-21
99,1630187,Daniel Oturu,1610612746,LAC,30,21,9,5.36,5.36,1737.07,0.33,0.18,0.15,4.0,4.07,3.92,2020-21
100,1628464,Daniel Theis,1610612741,CHI,65,28,37,24.63,24.63,9502.71,1.8,0.97,0.83,4.13,4.39,3.85,2020-21
101,201568,Danilo Gallinari,1610612737,ATL,51,29,22,23.96,23.96,8745.27,1.66,0.93,0.73,3.87,4.21,3.52,2020-21
102,201980,Danny Green,1610612755,PHI,69,46,23,28.03,28.03,11756.09,2.23,1.16,1.07,4.49,4.67,4.32,2020-21
103,203957,Dante Exum,1610612745,HOU,6,3,3,19.36,19.36,6972.67,1.32,0.72,0.6,4.44,4.63,4.24,2020-21
104,1627863,Danuel House Jr.,1610612745,HOU,36,8,28,25.9,25.9,10479.72,1.98,1.07,0.91,4.32,4.62,4.0,2020-21
105,203967,Dario Saric,1610612756,PHX,50,37,13,17.41,17.41,6722.9,1.27,0.69,0.59,4.11,4.41,3.8,2020-21
106,1629647,Darius Bazley,1610612760,OKC,55,16,39,31.17,31.17,12494.13,2.37,1.31,1.05,4.3,4.69,3.9,2020-21
107,1629636,Darius Garland,1610612739,CLE,54,18,36,33.15,33.15,13659.37,2.59,1.43,1.15,4.39,4.77,3.99,2020-21
108,203121,Darius Miller,1610612760,OKC,18,5,13,10.93,10.93,4039.11,0.76,0.4,0.36,3.93,4.24,3.59,2020-21
109,1628021,David Nwaba,1610612745,HOU,30,8,22,22.62,22.62,8950.2,1.7,0.87,0.82,4.33,4.56,4.1,2020-21
110,202722,Davis Bertans,1610612764,WAS,57,29,28,25.68,25.68,10062.61,1.91,1.04,0.86,4.21,4.82,3.66,2020-21
111,1628368,De'Aaron Fox,1610612758,SAC,58,24,34,35.11,35.11,13510.69,2.56,1.38,1.17,4.16,4.57,3.75,2020-21
112,1629631,De'Andre Hunter,1610612737,ATL,23,12,11,29.47,29.47,11469.43,2.17,1.18,0.99,4.16,4.51,3.78,2020-21
113,1629001,De'Anthony Melton,1610612763,MEM,52,27,25,20.1,20.1,8049.02,1.52,0.81,0.72,4.3,4.65,3.98,2020-21
114,201599,DeAndre Jordan,1610612751,BKN,57,37,20,21.86,21.86,7454.18,1.41,0.76,0.66,3.69,4.01,3.37,2020-21
115,1627761,DeAndre' Bembry,1610612761,TOR,51,23,28,19.06,19.06,7693.96,1.46,0.78,0.67,4.26,4.59,3.94,2020-21
116,201942,DeMar DeRozan,1610612759,SAS,61,27,34,33.71,33.71,12561.46,2.38,1.31,1.07,4.05,4.41,3.69,2020-21
117,202326,DeMarcus Cousins,1610612746,LAC,41,22,19,17.39,17.39,5794.32,1.1,0.58,0.52,3.69,3.77,3.6,2020-21
118,1629731,Dean Wade,1610612739,CLE,63,19,44,19.24,19.24,7711.87,1.46,0.8,0.66,4.29,4.56,3.99,2020-21
119,1629028,Deandre Ayton,1610612756,PHX,69,48,21,30.65,30.65,11121.86,2.11,1.13,0.98,3.93,4.21,3.65,2020-21
120,1629686,Deividas Sirvydis,1610612765,DET,20,8,12,6.65,6.65,2807.3,0.53,0.3,0.23,4.44,4.71,4.14,2020-21
121,1627749,Dejounte Murray,1610612759,SAS,67,32,35,31.93,31.93,12833.1,2.43,1.31,1.12,4.38,4.7,4.05,2020-21
122,1626153,Delon Wright,1610612758,SAC,63,21,42,27.74,27.74,11285.51,2.14,1.18,0.96,4.38,4.65,4.09,2020-21
123,1630166,Deni Avdija,1610612764,WAS,54,25,29,23.27,23.27,9343.5,1.77,0.93,0.84,4.38,4.69,4.08,2020-21
124,203471,Dennis Schroder,1610612747,LAL,61,38,23,32.07,32.07,12996.54,2.46,1.32,1.14,4.31,4.58,4.02,2020-21
125,1628372,Dennis Smith Jr.,1610612765,DET,23,7,16,18.26,18.26,7200.13,1.36,0.72,0.64,4.2,4.39,4.02,2020-21
126,1627756,Denzel Valentine,1610612741,CHI,62,26,36,16.71,16.71,6720.87,1.27,0.69,0.59,4.28,4.57,3.99,2020-21
127,202324,Derrick Favors,1610612762,UTA,68,49,19,15.28,15.28,5971.19,1.13,0.6,0.53,4.21,4.41,4.0,2020-21
128,1627884,Derrick Jones Jr.,1610612757,POR,58,32,26,22.72,22.72,8981.43,1.7,0.91,0.79,4.34,4.55,4.12,2020-21
129,201565,Derrick Rose,1610612752,NYK,50,28,22,25.58,25.58,9922.3,1.88,1.03,0.85,4.16,4.47,3.83,2020-21
130,1628401,Derrick White,1610612759,SAS,36,18,18,29.54,29.54,11315.17,2.14,1.16,0.99,4.19,4.57,3.83,2020-21
131,1630217,Desmond Bane,1610612763,MEM,68,36,32,22.34,22.34,9013.12,1.71,0.92,0.79,4.37,4.71,4.03,2020-21
132,1626164,Devin Booker,1610612756,PHX,67,48,19,33.88,33.88,13016.67,2.47,1.38,1.08,4.14,4.64,3.63,2020-21
133,1629962,Devin Cannady,1610612753,ORL,8,0,8,9.29,9.29,4024.75,0.76,0.41,0.35,4.57,4.97,4.17,2020-21
134,1630170,Devin Vassell,1610612759,SAS,62,30,32,17.03,17.03,7313.42,1.39,0.74,0.65,4.55,4.83,4.26,2020-21
135,1629653,Devon Dotson,1610612741,CHI,11,4,7,4.56,4.56,1954.0,0.37,0.2,0.17,4.45,4.7,4.19,2020-21
136,1629719,Devontae Cacok,1610612747,LAL,20,8,12,4.88,4.88,1962.85,0.37,0.19,0.18,4.26,4.35,4.17,2020-21
137,1628984,Devonte' Graham,1610612766,CHA,55,23,32,30.16,30.16,11728.18,2.22,1.23,0.99,4.14,4.58,3.7,2020-21
138,203473,Dewayne Dedmon,1610612748,MIA,16,11,5,13.15,13.15,5127.06,0.97,0.52,0.46,4.14,4.31,3.96,2020-21
139,1629712,Didi Louzada,1610612740,NOP,3,0,3,18.78,18.78,8149.67,1.54,0.82,0.73,4.59,5.2,4.07,2020-21
140,1628415,Dillon Brooks,1610612763,MEM,67,36,31,29.8,29.8,11536.6,2.18,1.09,1.1,4.19,4.29,4.1,2020-21
141,1627734,Domantas Sabonis,1610612754,IND,62,29,33,35.99,35.99,14235.56,2.7,1.43,1.26,4.21,4.58,3.85,2020-21
142,1628378,Donovan Mitchell,1610612762,UTA,53,39,14,33.42,33.42,12363.77,2.34,1.31,1.04,3.97,4.46,3.49,2020-21
143,1629743,Donta Hall,1610612753,ORL,13,3,10,13.79,13.79,5765.92,1.09,0.58,0.52,4.43,4.7,4.16,2020-21
144,1628978,Donte DiVincenzo,1610612749,MIL,66,44,22,27.49,27.49,11405.33,2.16,1.14,1.02,4.44,4.93,3.99,2020-21
145,1627827,Dorian Finney-Smith,1610612742,DAL,60,36,24,32.01,32.01,12456.53,2.36,1.26,1.1,4.23,4.39,4.04,2020-21
146,203926,Doug McDermott,1610612754,IND,66,32,34,24.53,24.53,10860.18,2.06,1.13,0.92,4.7,5.33,4.11,2020-21
147,203110,Draymond Green,1610612744,GSW,63,35,28,31.46,31.46,11068.63,2.1,1.1,0.99,3.77,4.19,3.39,2020-21
148,1629234,Drew Eubanks,1610612759,SAS,54,21,33,13.99,13.99,5715.28,1.08,0.58,0.5,4.35,4.62,4.07,2020-21
149,1629130,Duncan Robinson,1610612748,MIA,72,40,32,31.41,31.41,12622.43,2.39,1.33,1.06,4.29,4.81,3.79,2020-21
150,1628407,Dwayne Bacon,1610612753,ORL,72,21,51,25.73,25.73,9796.25,1.86,1.0,0.85,4.09,4.31,3.85,2020-21
151,2730,Dwight Howard,1610612755,PHI,69,46,23,17.33,17.33,6472.59,1.23,0.67,0.56,3.97,4.21,3.71,2020-21
152,203939,Dwight Powell,1610612742,DAL,58,36,22,16.65,16.65,6637.41,1.26,0.68,0.57,4.22,4.5,3.93,2020-21
153,1629685,Dylan Windler,1610612739,CLE,31,11,20,16.54,16.54,7135.71,1.35,0.73,0.62,4.58,4.92,4.22,2020-21
154,202734,E'Twaun Moore,1610612756,PHX,27,20,7,14.4,14.4,6011.59,1.14,0.62,0.52,4.43,4.82,4.04,2020-21
155,202334,Ed Davis,1610612750,MIN,23,5,18,13.0,13.0,5126.26,0.97,0.54,0.43,4.19,4.5,3.9,2020-21
156,1628410,Edmond Sumner,1610612754,IND,53,23,30,16.25,16.25,6945.13,1.32,0.69,0.62,4.54,5.01,4.1,2020-21
157,203901,Elfrid Payton,1610612752,NYK,63,36,27,23.56,23.56,9309.63,1.76,0.95,0.81,4.31,4.54,4.06,2020-21
158,1629091,Elijah Bryant,1610612749,MIL,1,0,1,31.57,31.57,12494.0,2.37,1.23,1.13,4.25,4.67,3.57,2020-21
159,1630190,Elijah Hughes,1610612762,UTA,18,14,4,3.54,3.54,1403.56,0.27,0.15,0.12,4.15,4.38,3.91,2020-21
160,202683,Enes Kanter,1610612757,POR,72,42,30,24.41,24.41,8919.85,1.69,0.9,0.79,4.01,4.1,3.91,2020-21
161,202339,Eric Bledsoe,1610612740,NOP,71,31,40,29.74,29.74,11401.61,2.16,1.17,0.99,4.1,4.47,3.73,2020-21
162,201569,Eric Gordon,1610612745,HOU,27,10,17,29.21,29.21,9756.85,1.85,1.0,0.85,3.68,4.02,3.35,2020-21
163,1629672,Eric Paschall,1610612744,GSW,40,20,20,17.38,17.38,6884.58,1.3,0.69,0.62,4.3,4.71,3.92,2020-21
164,101141,Ersan Ilyasova,1610612762,UTA,17,14,3,8.68,8.68,3379.59,0.64,0.35,0.29,4.2,4.47,3.91,2020-21
165,203095,Evan Fournier,1610612738,BOS,42,18,24,29.98,29.98,11990.0,2.27,1.23,1.04,4.29,4.67,3.91,2020-21
166,1630267,Facundo Campazzo,1610612743,DEN,65,43,22,21.92,21.92,9022.34,1.71,0.93,0.78,4.39,4.68,4.09,2020-21
167,1628402,Frank Jackson,1610612765,DET,40,13,27,18.46,18.46,7531.5,1.43,0.77,0.65,4.32,4.63,4.0,2020-21
168,1626163,Frank Kaminsky,1610612756,PHX,47,33,14,15.21,15.21,5917.0,1.12,0.62,0.5,4.21,4.62,3.8,2020-21
169,1628412,Frank Mason,1610612753,ORL,4,1,3,19.82,19.82,7653.0,1.45,0.8,0.65,4.13,4.55,3.71,2020-21
170,1628373,Frank Ntilikina,1610612752,NYK,33,23,10,9.76,9.76,3861.45,0.73,0.38,0.35,4.19,4.41,4.02,2020-21
171,1627832,Fred VanVleet,1610612761,TOR,52,22,30,36.51,36.51,14597.17,2.76,1.53,1.23,4.24,4.77,3.71,2020-21
172,1630273,Freddie Gillespie,1610612761,TOR,20,7,13,19.59,19.59,8299.95,1.57,0.84,0.73,4.48,4.72,4.22,2020-21
173,1627788,Furkan Korkmaz,1610612755,PHI,55,39,16,19.3,19.3,7964.31,1.51,0.83,0.68,4.39,4.77,3.99,2020-21
174,1629216,Gabe Vincent,1610612748,MIA,50,27,23,13.1,13.1,5318.08,1.01,0.52,0.48,4.33,4.65,4.01,2020-21
175,1630466,Gabriel Deck,1610612760,OKC,10,1,9,21.16,21.16,7968.8,1.51,0.81,0.7,4.2,4.57,3.84,2020-21
176,202066,Garrett Temple,1610612741,CHI,56,25,31,27.29,27.29,10836.46,2.05,1.09,0.96,4.23,4.48,3.97,2020-21
177,1629726,Garrison Mathews,1610612764,WAS,64,32,32,16.22,16.22,6559.88,1.24,0.63,0.61,4.36,4.57,4.17,2020-21
178,1629109,Gary Clark,1610612755,PHI,39,12,27,16.76,16.76,6762.33,1.28,0.7,0.58,4.29,4.54,4.04,2020-21
